,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,GarageQual,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorch
1040,1041,20,RL,88.0,13125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,1134,GasA,Ex,Y,SBrkr,1803,3,1,TA,8,Maj1,1,Attchd,2,TA,Y,0,1,2006,WD,Normal,155000,3.0,0
1041,1042,60,RL,69.0,9130,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,800,GasA,Gd,Y,SBrkr,1632,4,1,Gd,7,Typ,0,Attchd,2,TA,Y,0,7,2008,WD,Normal,173000,2.0,40
1042,1043,120,RL,34.0,5381,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,1306,GasA,Ex,Y,SBrkr,1306,1,1,Gd,5,Typ,1,Attchd,2,TA,Y,170,8,2009,WD,Normal,196000,3.0,63
1043,1044,60,RL,86.0,11839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,1475,GasA,Ex,Y,SBrkr,2329,4,1,Gd,10,Typ,1,Attchd,2,TA,Y,192,5,2008,WD,Normal,262280,3.5,121
1044,1045,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,2524,GasA,TA,Y,SBrkr,2524,4,1,Gd,9,Typ,1,Attchd,2,TA,Y,474,7,2009,WD,Normal,278000,3.5,120
1045,1046,20,RL,69.0,13680,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NA,NA,NA,0,GasA,Ex,Y,FuseA,1733,4,1,TA,8,Min2,1,Attchd,2,TA,Y,0,6,2009,WD,Normal,139600,2.0,0
1046,1047,60,RL,85.0,16056,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,1992,GasA,Ex,Y,SBrkr,2868,4,1,Ex,11,Typ,1,BuiltIn,3,TA,Y,214,7,2006,New,Partial,556581,3.5,108
1047,1048,20,RL,57.0,9245,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,990,GasA,Ex,Y,SBrkr,990,3,1,TA,5,Typ,0,Detchd,2,TA,Y,0,2,2008,WD,Normal,145000,1.5,0
1048,1049,20,RL,100.0,21750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,NA,NA,NA,0,GasA,TA,Y,SBrkr,1771,3,1,TA,9,Min1,1,Attchd,2,TA,Y,0,11,2009,WD,Normal,115000,1.0,0
1049,1050,20,RL,60.0,11100,Pave,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,NA,NA,NA,0,GasA,Ex,Y,SBrkr,930,2,1,Gd,6,Typ,0,Detchd,1,TA,Y,0,4,2010,WD,Abnorml,84900,1.0,0
1050,1051,20,RL,73.0,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1302,GasA,Ex,Y,SBrkr,1302,3,1,Gd,6,Typ,0,Attchd,2,TA,Y,0,8,2007,New,Partial,176485,2.0,22
1051,1052,20,RL,103.0,11175,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1316,GasA,Ex,Y,SBrkr,1316,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,10,2007,New,Partial,200141,2.0,20
1052,1053,60,RL,100.0,9500,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,816,GasA,TA,Y,SBrkr,1977,4,1,TA,9,Typ,1,Attchd,2,TA,Y,0,6,2007,WD,Normal,165000,2.0,52
1053,1054,20,RL,68.0,8562,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,1216,GasA,Ex,Y,FuseA,1526,4,1,TA,7,Min2,1,Basment,1,TA,Y,116,5,2010,WD,Normal,144500,1.0,78
1054,1055,60,RL,90.0,11367,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,1065,GasA,Ex,Y,SBrkr,1989,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,199,11,2006,WD,Normal,255000,3.5,60
1055,1056,20,RL,104.0,11361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,1193,GasA,TA,Y,SBrkr,1523,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,5,2008,COD,Abnorml,180000,2.5,189
1056,1057,120,RL,43.0,7052,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,1364,GasA,Ex,Y,SBrkr,1364,2,1,Gd,6,Typ,1,Attchd,2,TA,Y,192,6,2006,WD,Normal,185850,3.0,36
1057,1058,60,RL,69.0,29959,Pave,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,973,GasA,Ex,Y,SBrkr,1850,3,1,Gd,7,Typ,1,BuiltIn,2,TA,Y,168,1,2009,WD,Normal,248000,2.5,98
1058,1059,60,RL,96.0,11308,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,1104,GasA,Ex,Y,SBrkr,2184,3,1,Ex,10,Typ,1,Attchd,3,TA,Y,0,7,2009,WD,Normal,335000,3.5,102
1059,1060,50,RL,69.0,11275,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,854,GasA,TA,Y,SBrkr,1991,3,1,TA,7,Typ,1,Detchd,2,TA,Y,0,3,2007,WD,Normal,220000,1.5,19
1060,1061,120,RL,41.0,4920,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,1338,GasA,Ex,Y,SBrkr,1338,2,1,Gd,6,Typ,0,Attchd,2,TA,Y,0,4,2010,WD,Normal,213500,3.0,170
1061,1062,30,C (all),120.0,18000,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,894,GasA,TA,Y,SBrkr,894,2,1,TA,6,Typ,0,Detchd,3,TA,Y,0,8,2008,ConLD,Normal,81000,1.0,20
1062,1063,190,RM,85.0,13600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,662,GasA,TA,N,SBrkr,2337,5,2,TA,10,Min2,0,Detchd,2,TA,Y,0,9,2007,WD,Normal,90000,2.0,57
1063,1064,30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,1103,GasA,Gd,Y,SBrkr,1103,2,1,Gd,5,Typ,1,Detchd,2,TA,Y,166,7,2006,WD,Normal,110500,1.0,120
1064,1065,20,RL,69.0,11000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,1154,GasA,Ex,Y,SBrkr,1154,3,1,TA,6,Typ,1,Attchd,2,TA,Y,0,11,2009,WD,Normal,154000,1.5,58
1065,1066,60,RL,80.0,14000,Pave,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,1306,GasA,Ex,Y,SBrkr,2260,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,296,4,2010,WD,Normal,328000,3.5,44
1066,1067,60,RL,59.0,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,799,GasA,Gd,Y,SBrkr,1571,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,5,2009,WD,Normal,178000,2.5,40
1067,1068,60,RL,80.0,9760,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,780,GasA,TA,Y,SBrkr,1611,4,1,TA,7,Typ,0,Attchd,2,TA,Y,328,6,2008,WD,Normal,167900,2.5,317
1068,1069,160,RM,42.0,3964,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,942,GasA,Gd,Y,SBrkr,2521,5,1,TA,10,Maj1,1,Attchd,2,TA,Y,728,6,2006,WD,Normal,151400,3.5,20
1069,1070,45,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,845,GasA,TA,Y,SBrkr,893,2,1,Gd,4,Typ,0,Detchd,2,TA,Y,0,5,2007,WD,Normal,135000,1.5,0
1070,1071,20,RL,72.0,10152,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,1048,GasA,TA,Y,SBrkr,1048,3,1,TA,6,Typ,0,Attchd,1,TA,Y,0,6,2007,WD,Normal,135000,2.0,212
1071,1072,60,RL,78.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,727,GasA,Ex,Y,SBrkr,1556,4,1,TA,8,Typ,0,Attchd,2,TA,Y,0,5,2009,WD,Normal,154000,1.5,0
1072,1073,50,RL,50.0,7585,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,810,GasA,Fa,Y,FuseA,1456,4,1,TA,7,Typ,1,Detchd,1,TA,P,0,8,2006,WD,Normal,91500,2.5,0
1073,1074,60,RL,75.0,7950,Pave,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,690,GasA,TA,Y,SBrkr,1426,3,1,TA,6,Typ,0,Attchd,2,TA,Y,252,7,2009,WD,Normal,159500,1.5,0
1074,1075,20,RL,74.0,8556,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1240,GasA,Ex,Y,SBrkr,1240,2,1,Gd,5,Typ,0,Attchd,3,TA,Y,140,5,2007,WD,Normal,194000,2.0,93
1075,1076,70,RL,75.0,13125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,800,GasA,TA,Y,SBrkr,1740,3,1,TA,6,Typ,2,Attchd,1,TA,Y,0,7,2007,CWD,Normal,219500,1.5,0
1076,1077,50,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,796,GasA,Gd,Y,SBrkr,1466,3,1,Gd,7,Min1,1,Attchd,2,TA,Y,436,4,2006,WD,Normal,170000,2.5,21
1077,1078,20,RL,69.0,15870,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,1096,GasA,Ex,Y,SBrkr,1096,3,1,TA,6,Typ,0,Attchd,1,TA,Y,240,3,2006,WD,Abnorml,138800,2.0,32
1078,1079,120,RM,37.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,848,GasA,Ex,Y,SBrkr,848,1,1,Gd,3,Typ,1,Attchd,2,TA,Y,140,5,2006,WD,Normal,155900,2.0,0
1079,1080,20,RL,65.0,8775,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,990,GasA,Gd,Y,SBrkr,990,3,1,TA,5,Typ,0,Attchd,1,TA,Y,0,4,2007,WD,Normal,126000,1.0,64
1080,1081,20,RL,80.0,11040,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,1258,GasA,Ex,Y,SBrkr,1258,3,1,Gd,5,Typ,0,Attchd,2,TA,Y,55,10,2008,COD,Abnorml,145000,2.5,216
1081,1082,20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,1040,GasA,Fa,Y,SBrkr,1040,3,1,TA,5,Typ,0,Attchd,1,TA,Y,0,6,2010,WD,Normal,133000,2.5,220
1082,1083,20,RL,70.0,8749,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,1459,GasA,Ex,Y,SBrkr,1459,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,192,9,2007,WD,Normal,192000,2.0,39
1083,1084,20,RL,80.0,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,1251,GasA,TA,Y,SBrkr,1251,3,1,TA,6,Typ,2,Attchd,1,TA,Y,0,3,2006,WD,Normal,160000,2.0,116
1084,1085,60,RL,69.0,13031,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,691,GasA,Gd,Y,SBrkr,1498,3,1,TA,6,Typ,1,Attchd,2,TA,Y,315,7,2006,WD,Normal,187500,2.5,44
1085,1086,85,RL,73.0,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,936,GasA,Ex,Y,SBrkr,996,2,1,Gd,5,Typ,0,Attchd,2,TA,Y,120,4,2010,WD,Normal,147000,2.0,0
1086,1087,160,RM,69.0,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,546,GasA,TA,Y,SBrkr,1092,3,1,TA,6,Typ,0,Attchd,1,TA,Y,120,5,2010,WD,Normal,83500,1.5,96
1087,1088,60,FV,85.0,10574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,1082,GasA,Ex,Y,SBrkr,1953,3,1,Gd,9,Typ,1,Attchd,3,TA,Y,160,5,2009,WD,Normal,252000,2.5,50
1088,1089,160,RM,24.0,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,970,GasA,Ex,Y,SBrkr,1709,3,1,Gd,7,Maj1,0,Detchd,2,TA,Y,0,4,2006,WD,Normal,137500,2.0,40
1089,1090,120,FV,37.0,3316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1247,GasA,Ex,Y,SBrkr,1247,1,1,Gd,4,Typ,1,Attchd,2,TA,Y,0,4,2006,WD,Normal,197000,2.5,84
1090,1091,90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,NA,NA,NA,0,Wall,Fa,N,FuseA,1040,2,2,TA,6,Typ,0,Detchd,2,TA,Y,0,6,2009,WD,Normal,92900,2.0,0
1091,1092,160,FV,24.0,2160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,600,GasA,Ex,Y,SBrkr,1252,2,1,Gd,4,Typ,0,Detchd,2,TA,Y,0,3,2008,WD,Normal,160000,3.5,48
1092,1093,50,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,1181,GasA,Fa,Y,SBrkr,1694,4,1,TA,7,Typ,1,Detchd,2,TA,Y,342,6,2008,WD,Normal,136500,2.0,128
1093,1094,20,RL,71.0,9230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,864,GasA,Gd,Y,SBrkr,1200,1,1,Gd,6,Typ,0,Detchd,2,TA,Y,0,10,2006,WD,Normal,146000,2.5,64
1094,1095,20,RL,74.0,5868,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,936,GasA,Ex,Y,SBrkr,936,2,1,TA,4,Typ,0,Attchd,1,TA,Y,0,5,2010,WD,Normal,129000,2.0,240
1095,1096,20,RL,78.0,9317,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1314,GasA,Gd,Y,SBrkr,1314,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,3,2007,WD,Normal,176432,2.0,22
1096,1097,70,RM,60.0,6882,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,684,GasA,TA,Y,SBrkr,1355,3,1,Gd,7,Typ,0,NA,0,NA,Y,136,3,2007,WD,Normal,127000,1.5,115
1097,1098,120,RL,69.0,3696,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,1074,GasA,Ex,Y,SBrkr,1088,2,1,Gd,5,Typ,0,Attchd,2,TA,Y,0,10,2007,WD,Normal,170000,1.5,211
1098,1099,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,672,GasA,TA,Y,SBrkr,1324,3,1,TA,6,Typ,0,Detchd,1,TA,Y,0,7,2009,WD,Normal,128000,1.0,0
1099,1100,20,RL,82.0,11880,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,1271,GasA,TA,Y,SBrkr,1601,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,4,2009,COD,Abnorml,157000,2.0,0
1100,1101,30,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,290,GasA,TA,N,FuseF,438,1,1,Fa,3,Typ,0,Detchd,1,TA,N,0,1,2009,WD,Normal,60000,1.0,0
1101,1102,20,RL,61.0,9758,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,950,GasA,TA,Y,SBrkr,950,3,1,TA,5,Typ,0,Detchd,1,TA,Y,0,7,2007,WD,Normal,119500,1.0,0
1102,1103,20,RL,70.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,1010,GasA,Ex,Y,SBrkr,1134,2,1,TA,6,Typ,0,Attchd,1,TA,Y,0,4,2007,WD,Family,135000,1.0,16
1103,1104,20,RL,79.0,8910,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,655,GasA,Ex,Y,SBrkr,1194,3,1,TA,6,Typ,1,BuiltIn,2,TA,Y,0,7,2006,WD,Normal,159500,1.5,192
1104,1105,160,RM,24.0,2016,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,TA,TA,CBlock,TA,TA,No,630,GasA,TA,Y,SBrkr,1302,3,1,TA,6,Typ,0,Detchd,2,TA,Y,0,4,2007,WD,Normal,106000,2.5,0
1105,1106,60,RL,98.0,12256,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,1463,GasA,Ex,Y,SBrkr,2622,3,1,Gd,9,Typ,2,Attchd,2,TA,Y,186,4,2010,WD,Normal,325000,3.5,32
1106,1107,20,RL,114.0,10357,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,910,GasA,Gd,Y,SBrkr,1442,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,5,2007,WD,Normal,179900,3.0,244
1107,1108,60,RL,168.0,23257,Pave,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,868,GasA,Ex,Y,SBrkr,2021,3,1,Gd,9,Typ,1,BuiltIn,2,TA,Y,0,9,2006,New,Partial,274725,2.5,100
1108,1109,60,RL,69.0,8063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,924,GasA,Ex,Y,SBrkr,1690,3,1,TA,7,Typ,1,Attchd,2,TA,Y,100,11,2007,WD,Abnorml,181000,2.5,48
